pre,id,Cuenta,Lenloc_Label,Lenloc_context0,Lenloc_context1,Lenloc_context2,Lenloc_context3,Lenloc_context4,Lenloc_context5,Lenloc_context6,Lenloc_context7,Lenloc_context8
L_PR,453,Carreteras,lenloc3-prog-cuentas:Carreteras,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,454,Caminos vecinales.,lenloc3-prog-cuentas:CaminosVecinales,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,459,Otras infraestructuras,lenloc3-prog-cuentas:OtrasInfraestructuras,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,46,"Investigación, desarrollo e innovación",lenloc3-prog-cuentas:InvestigacionDesarrolloEInnovacion,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,462,Investigación y estudios relacionados con los servicios públicos,lenloc3-prog-cuentas:InvestigacionYEstudiosRelacionadosConLosServiciosPublicos,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,463,"Investigación científica, técnica y aplicada.",lenloc3-prog-cuentas:InvestigacionCientificaTecnicaYAplicada,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,49,Otras actuaciones de carácter económico,lenloc3-prog-cuentas:OtrasActuacionesDeCaracterEconomico,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,491,Sociedad de la información,lenloc3-prog-cuentas:SociedadDeLaInformacion,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,492,Gestión del conocimiento,lenloc3-prog-cuentas:GestionDelConocimiento,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,493,Oficinas de defensa al consumidor,lenloc3-prog-cuentas:OficinasDeDefensaAlConsumidor,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,9,ACTUACIONES DE CARÁCTER GENERAL,lenloc3-prog-cuentas:ActuacionesDeCaracterGeneral,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,91,Órganos de gobierno,lenloc3-prog-cuentas:OrganosDeGobierno,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,912,Órganos de gobierno,lenloc3-prog-cuentas:OrganosDeGobierno_OrganosDeGobierno,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,92,Servicios de carácter general,lenloc3-prog-cuentas:ServiciosDeCaracterGeneral,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,920,Administración General,lenloc3-prog-cuentas:AdministracionGeneral,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,922,Coordinación y organización institucional de las entidades locales,lenloc3-prog-cuentas:CoordinacionYOrganizacionInstitucionalDeLasEntidadesLocales,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,923,Información básica y estadística,lenloc3-prog-cuentas:InformacionBasicaYEstadistica,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,924,Participación ciudadana,lenloc3-prog-cuentas:ParticipacionCiudadana,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,925,Atención a los ciudadanos.,lenloc3-prog-cuentas:AtencionALosCiudadanos,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,926,Comunicaciones internas.,lenloc3-prog-cuentas:ComunicacionesInternas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,929,Imprevistos y funciones no clasificadas..,lenloc3-prog-cuentas:ImprevistosYFuncionesNoClasificadas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,93,Administración financiera y tributaria,lenloc3-prog-cuentas:AdministracionFinancieraYTributaria,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,931,Política económica y fiscal,lenloc3-prog-cuentas:PoliticaEconomicaYFiscal,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,932,Gestión del sistema tributario,lenloc3-prog-cuentas:GestionDelSistemaTributario,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,933,Gestión del patrimonio,lenloc3-prog-cuentas:GestionDelPatrimonio,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,934,Gestión de la deuda y de la tesorería,lenloc3-prog-cuentas:GestionDeLaDeudaYDeLaTesoreria,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,94,Transferencias a otras Administraciones Públicas,lenloc3-prog-cuentas:TransferenciasAOtrasAdministracionesPublicas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,941,Transferencias a Comunidades Autónomas,lenloc3-prog-cuentas:TransferenciasAComunidadesAutonomas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,942,Transferencias a Entidades Locales territoriales,lenloc3-prog-cuentas:TransferenciasAEntidadesLocalesTerritoriales,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,943,Transferencias a otras Entidades Locales,lenloc3-prog-cuentas:TransferenciasAOtrasEntidadesLocales,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,944,Transferencias a la Administración General del Estado,lenloc3-prog-cuentas:TransferenciasALaAdministracionGeneralDelEstado,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
