pre,id,Cuenta,Penloc_Label,Penloc_context0
P_G,230,Dietas,penloc2-econ-gast-cuentas:Dietas,penloc2-econ-gast-importes:PrevisionInicial
P_G,230.00,De los miembros de los órganos de gobierno,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios_IndemnizacionesPorRazonDelServicio_Dietas_DeLosMiembrosDeLosOrganosDeGobierno,penloc2-econ-gast-importes:PrevisionInicial
P_G,230.10,Del personal directivo,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios_IndemnizacionesPorRazonDelServicio_Dietas_DelPersonalDirectivo,penloc2-econ-gast-importes:PrevisionInicial
P_G,230.20,Del personal no directivo,penloc2-econ-gast-cuentas:Dietas_DelPersonalNoDirectivo,penloc2-econ-gast-importes:PrevisionInicial
P_G,231,Locomoción,penloc2-econ-gast-cuentas:Locomocion,penloc2-econ-gast-importes:PrevisionInicial
P_G,231.00,De los miembros de los órganos de gobierno,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios_IndemnizacionesPorRazonDelServicio_Locomocion_DeLosMiembrosDeLosOrganosDeGobierno,penloc2-econ-gast-importes:PrevisionInicial
P_G,231.10,Del personal directivo,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios_IndemnizacionesPorRazonDelServicio_Locomocion_DelPersonalDirectivo,penloc2-econ-gast-importes:PrevisionInicial
P_G,231.20,Del personal no directivo,penloc2-econ-gast-cuentas:Locomocion_DelPersonalNoDirectivo,penloc2-econ-gast-importes:PrevisionInicial
P_G,233,Otras indemnizaciones,penloc2-econ-gast-cuentas:OtrasIndemnizaciones,penloc2-econ-gast-importes:PrevisionInicial
P_G,24,Gastos de publicaciones,penloc2-econ-gast-cuentas:GastosDePublicaciones,penloc2-econ-gast-importes:PrevisionInicial
P_G,240,Gastos de edición y distribución,penloc2-econ-gast-cuentas:GastosDeEdicionYDistribucion,penloc2-econ-gast-importes:PrevisionInicial
P_G,25,Trabajos realizados por administraciones públicas y otras entidades públicas,penloc2-econ-gast-cuentas:TrabajosRealizadosPorAdministracionesPublicasYOtrasEntidadesPublicas,penloc2-econ-gast-importes:PrevisionInicial
P_G,26,Trabajos realizados por Instituciones sin fines de lucro,penloc2-econ-gast-cuentas:TrabajosRealizadosPorInstitucionesSinFinesDeLucro,penloc2-econ-gast-importes:PrevisionInicial
P_G,27,Gastos imprevistos y funciones no clasificadas,penloc2-econ-gast-cuentas:GastosImprevistosYFuncionesNoClasificadas,penloc2-econ-gast-importes:PrevisionInicial
P_G,3,GASTOS FINANCIEROS,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-importes:PrevisionInicial
P_G,30,De Deuda Pública en euros,penloc2-econ-gast-cuentas:DeDeudaPublicaEnEuros,penloc2-econ-gast-importes:PrevisionInicial
P_G,300,Intereses,penloc2-econ-gast-cuentas:DeDeudaPublicaEnEuros_Intereses,penloc2-econ-gast-importes:PrevisionInicial
P_G,301,"Gastos de emisión, modificación y cancelación",penloc2-econ-gast-cuentas:DeDeudaPublicaEnEuros_GastosDeEmisionModificacionYCancelacion,penloc2-econ-gast-importes:PrevisionInicial
P_G,309,Otros gastos financieros de Deuda Pública en euros,penloc2-econ-gast-cuentas:OtrosGastosFinancierosDeDeudaPublicaEnEuros,penloc2-econ-gast-importes:PrevisionInicial
P_G,31,De préstamos y otras operaciones financieras en euros,penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnEuros,penloc2-econ-gast-importes:PrevisionInicial
P_G,310,Intereses,penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnEuros_Intereses,penloc2-econ-gast-importes:PrevisionInicial
P_G,311,"Gastos de formalización, modificación y cancelación",penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnEuros_GastosDeFormalizacionModificacionYCancelacion,penloc2-econ-gast-importes:PrevisionInicial
P_G,319,Otros gastos financieros de préstamos y otras operaciones financieras en euros,penloc2-econ-gast-cuentas:OtrosGastosFinancierosDePrestamosYOtrasOperacionesFinancierasEnEuros,penloc2-econ-gast-importes:PrevisionInicial
P_G,32,De Deuda Pública en moneda distinta del euro,penloc2-econ-gast-cuentas:DeDeudaPublicaEnMonedaDistintaDelEuro,penloc2-econ-gast-importes:PrevisionInicial
P_G,320,Intereses,penloc2-econ-gast-cuentas:DeDeudaPublicaEnMonedaDistintaDelEuro_Intereses,penloc2-econ-gast-importes:PrevisionInicial
P_G,321,"Gastos de emisión, modificación y cancelación",penloc2-econ-gast-cuentas:DeDeudaPublicaEnMonedaDistintaDelEuro_GastosDeEmisionModificacionYCancelacion,penloc2-econ-gast-importes:PrevisionInicial
P_G,322,Diferencias de cambio,penloc2-econ-gast-cuentas:DeDeudaPublicaEnMonedaDistintaDelEuro_DiferenciasDeCambio,penloc2-econ-gast-importes:PrevisionInicial
P_G,329,Otros gastos financieros de Deuda Pública en moneda distinta del euro,penloc2-econ-gast-cuentas:OtrosGastosFinancierosDeDeudaPublicaEnMonedaDistintaDelEuro,penloc2-econ-gast-importes:PrevisionInicial
P_G,33,De préstamos y otras operaciones financieras en moneda distinta del euro,penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnMonedaDistintaDelEuro,penloc2-econ-gast-importes:PrevisionInicial
P_G,330,Intereses,penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnMonedaDistintaDelEuro_Intereses,penloc2-econ-gast-importes:PrevisionInicial
P_G,331,"Gastos de formalización, modificación y cancelación",penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnMonedaDistintaDelEuro_GastosDeFormalizacionModificacionYCancelacion,penloc2-econ-gast-importes:PrevisionInicial
P_G,332,Diferencias de cambio,penloc2-econ-gast-cuentas:DePrestamosYOtrasOperacionesFinancierasEnMonedaDistintaDelEuro_DiferenciasDeCambio,penloc2-econ-gast-importes:PrevisionInicial
P_G,339,Otros gastos financieros de préstamos y otras operaciones financieras en moneda distinta del euro,penloc2-econ-gast-cuentas:OtrosGastosFinancierosDePrestamosYOtrasOperacionesFinancierasEnMonedaDistintaDelEuro,penloc2-econ-gast-importes:PrevisionInicial
P_G,34,"De depósitos, fianzas y otros",penloc2-econ-gast-cuentas:DeDepositosFianzasYOtros,penloc2-econ-gast-importes:PrevisionInicial
P_G,340,Intereses de depósitos,penloc2-econ-gast-cuentas:EconomicaGastos_GastosFinancieros_DeDepositosFianzasYOtros_InteresesDeDepositos,penloc2-econ-gast-importes:PrevisionInicial
P_G,341,Intereses de fianzas,penloc2-econ-gast-cuentas:InteresesDeFianzas,penloc2-econ-gast-importes:PrevisionInicial
P_G,35,Intereses de demora y otros gastos financieros,penloc2-econ-gast-cuentas:InteresesDeDemoraYOtrosGastosFinancieros,penloc2-econ-gast-importes:PrevisionInicial
P_G,352,Intereses de demora,penloc2-econ-gast-cuentas:EconomicaGastos_GastosFinancieros_InteresesDeDemoraYOtrosGastosFinancieros_InteresesDeDemora,penloc2-econ-gast-importes:PrevisionInicial
P_G,353,Operaciones de intercambio financiero,penloc2-econ-gast-cuentas:OperacionesDeIntercambioFinanciero,penloc2-econ-gast-importes:PrevisionInicial
P_G,357,Ejecución de avales,penloc2-econ-gast-cuentas:EjecucionDeAvales,penloc2-econ-gast-importes:PrevisionInicial
P_G,358,Intereses por operaciones de arrendamiento financiero (“leasing”),penloc2-econ-gast-cuentas:InteresesPorOperacionesDeArrendamientoFinancieroLeasing,penloc2-econ-gast-importes:PrevisionInicial
P_G,359,Otros gastos financieros,penloc2-econ-gast-cuentas:OtrosGastosFinancieros,penloc2-econ-gast-importes:PrevisionInicial
P_G,4,TRANSFERENCIAS CORRIENTES,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-importes:PrevisionInicial
P_G,40,A la Administración General de la Entidad Local,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionGeneralDeLaEntidadLocal,penloc2-econ-gast-importes:PrevisionInicial
P_G,41,A Organismos Autónomos de la Entidad Local,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AOrganismosAutonomosDeLaEntidadLocal,penloc2-econ-gast-importes:PrevisionInicial
P_G,42,A la Administración del Estado,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionDelEstado,penloc2-econ-gast-importes:PrevisionInicial
P_G,420,A la Administración General del Estado,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionDelEstado_ALaAdministracionGeneralDelEstado,penloc2-econ-gast-importes:PrevisionInicial
P_G,421,A Organismos Autónomos y agencias del Estado,penloc2-econ-gast-cuentas:AOrganismosAutonomosYAgenciasDelEstado,penloc2-econ-gast-importes:PrevisionInicial
P_G,421.00,Al Servicio Público de Empleo Estatal,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionDelEstado_AOrganismosAutonomosYAgenciasDelEstado_AlServicioPublicoDeEmpleoEstatal,penloc2-econ-gast-importes:PrevisionInicial
P_G,421.10,A otros organismos autónomos,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionDelEstado_AOrganismosAutonomosYAgenciasDelEstado_AOtrosOrganismosAutonomos,penloc2-econ-gast-importes:PrevisionInicial
P_G,422,A Fundaciones estatales,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionDelEstado_AFundacionesEstatales,penloc2-econ-gast-importes:PrevisionInicial
P_G,423,"A sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaAdministracionDelEstado_ASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos,penloc2-econ-gast-importes:PrevisionInicial
P_G,423.00,Subvenciones para fomento del empleo,penloc2-econ-gast-cuentas:ALaAdministracionDelEstado_ASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos_SubvencionesParaFomentoDelEmpleo,penloc2-econ-gast-importes:PrevisionInicial
P_G,423.10,Subvenciones para bonificación de intereses y primas de seguros,penloc2-econ-gast-cuentas:ALaAdministracionDelEstado_ASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos_SubvencionesParaBonificacionDeInteresesYPrimasDeSeguros,penloc2-econ-gast-importes:PrevisionInicial
P_G,423.20,Subvenciones para reducir el precio a pagar por los consumidores,penloc2-econ-gast-cuentas:ALaAdministracionDelEstado_ASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos_SubvencionesParaReducirElPrecioAPagarPorLosConsumidores,penloc2-econ-gast-importes:PrevisionInicial
P_G,423.90,"Otras subvenciones a sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",penloc2-econ-gast-cuentas:OtrasSubvencionesASociedadesMercantilesEstatalesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicos,penloc2-econ-gast-importes:PrevisionInicial
P_G,43,A la Seguridad Social,penloc2-econ-gast-cuentas:TransferenciasCorrientes_ALaSeguridadSocial,penloc2-econ-gast-importes:PrevisionInicial
P_G,44,A entes públicos y sociedades mercantiles de la Entidad Local,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntesPublicosYSociedadesMercantilesDeLaEntidadLocal,penloc2-econ-gast-importes:PrevisionInicial
P_G,440,Subvenciones para fomento del empleo,penloc2-econ-gast-cuentas:AEntesPublicosYSociedadesMercantilesDeLaEntidadLocal_SubvencionesParaFomentoDelEmpleo,penloc2-econ-gast-importes:PrevisionInicial
P_G,441,Subvenciones para bonificación de intereses y primas de seguros,penloc2-econ-gast-cuentas:AEntesPublicosYSociedadesMercantilesDeLaEntidadLocal_SubvencionesParaBonificacionDeInteresesYPrimasDeSeguros,penloc2-econ-gast-importes:PrevisionInicial
P_G,442,Subvenciones para reducir el precio a pagar por los consumidores,penloc2-econ-gast-cuentas:AEntesPublicosYSociedadesMercantilesDeLaEntidadLocal_SubvencionesParaReducirElPrecioAPagarPorLosConsumidores,penloc2-econ-gast-importes:PrevisionInicial
P_G,449,Otras subvenciones a entes públicos y sociedades mercantiles de la Entidad Local,penloc2-econ-gast-cuentas:OtrasSubvencionesAEntesPublicosYSociedadesMercantilesDeLaEntidadLocal,penloc2-econ-gast-importes:PrevisionInicial
P_G,45,A Comunidades Autónomas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AComunidadesAutonomas,penloc2-econ-gast-importes:PrevisionInicial
P_G,450,A la Administración General de las Comunidades Autónomas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AComunidadesAutonomas_ALaAdministracionGeneralDeLasComunidadesAutonomas,penloc2-econ-gast-importes:PrevisionInicial
P_G,451,A Organismos Autónomos y agencias de las Comunidades Autónomas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AComunidadesAutonomas_AOrganismosAutonomosYAgenciasDeLasComunidadesAutonomas,penloc2-econ-gast-importes:PrevisionInicial
P_G,452,A fundaciones de las Comunidades Autónomas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AComunidadesAutonomas_AFundacionesDeLasComunidadesAutonomas,penloc2-econ-gast-importes:PrevisionInicial
P_G,453,"A sociedades mercantiles, entidades públicas empresariales y otros organismos públicos dependientes de las Comunidades Autónomas",penloc2-econ-gast-cuentas:TransferenciasCorrientes_AComunidadesAutonomas_ASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas,penloc2-econ-gast-importes:PrevisionInicial
P_G,453.00,Subvenciones para fomento del empleo,penloc2-econ-gast-cuentas:AComunidadesAutonomas_ASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas_SubvencionesParaFomentoDelEmpleo,penloc2-econ-gast-importes:PrevisionInicial
P_G,453.10,Subvenciones para bonificación de intereses y primas de seguros,penloc2-econ-gast-cuentas:AComunidadesAutonomas_ASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas_SubvencionesParaBonificacionDeInteresesYPrimasDeSeguros,penloc2-econ-gast-importes:PrevisionInicial
P_G,453.20,Subvenciones para reducir el precio a pagar por los consumidores,penloc2-econ-gast-cuentas:AComunidadesAutonomas_ASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas_SubvencionesParaReducirElPrecioAPagarPorLosConsumidores,penloc2-econ-gast-importes:PrevisionInicial
P_G,453.90,"Otras subvenciones a sociedades mercantiles, entidades públicas empresariales y otros organismos públicos dependientes de las Comunidades Autónomas",penloc2-econ-gast-cuentas:OtrasSubvencionesASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas,penloc2-econ-gast-importes:PrevisionInicial
P_G,46,A Entidades Locales,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales,penloc2-econ-gast-importes:PrevisionInicial
P_G,461,"A Diputaciones, Consejos o Cabildos insulares",penloc2-econ-gast-cuentas:ADiputacionesConsejosOCabildosInsulares,penloc2-econ-gast-importes:PrevisionInicial
P_G,462,A Ayuntamientos,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales_AAyuntamientos,penloc2-econ-gast-importes:PrevisionInicial
P_G,463,A Mancomunidades,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales_AMancomunidades,penloc2-econ-gast-importes:PrevisionInicial
P_G,464,A Áreas Metropolitanas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales_AAreasMetropolitanas,penloc2-econ-gast-importes:PrevisionInicial
P_G,465,A Comarcas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales_AComarcas,penloc2-econ-gast-importes:PrevisionInicial
P_G,466,A otras Entidades que agrupen municipios,penloc2-econ-gast-cuentas:AOtrasEntidadesQueAgrupenMunicipios,penloc2-econ-gast-importes:PrevisionInicial
P_G,467,A Consorcios,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales_AConsorcios,penloc2-econ-gast-importes:PrevisionInicial
P_G,468,A Entidades Locales Menores,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEntidadesLocales_AEntidadesLocalesMenores,penloc2-econ-gast-importes:PrevisionInicial
P_G,47,A Empresas privadas,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AEmpresasPrivadas,penloc2-econ-gast-importes:PrevisionInicial
P_G,470,Subvenciones para fomento del empleo,penloc2-econ-gast-cuentas:AEmpresasPrivadas_SubvencionesParaFomentoDelEmpleo,penloc2-econ-gast-importes:PrevisionInicial
P_G,471,Subvenciones para bonificación de intereses y primas de seguros,penloc2-econ-gast-cuentas:AEmpresasPrivadas_SubvencionesParaBonificacionDeInteresesYPrimasDeSeguros,penloc2-econ-gast-importes:PrevisionInicial
P_G,472,Subvenciones para reducir el precio a pagar por los consumidores,penloc2-econ-gast-cuentas:AEmpresasPrivadas_SubvencionesParaReducirElPrecioAPagarPorLosConsumidores,penloc2-econ-gast-importes:PrevisionInicial
P_G,479,Otras subvenciones a Empresas privadas,penloc2-econ-gast-cuentas:OtrasSubvencionesAEmpresasPrivadas,penloc2-econ-gast-importes:PrevisionInicial
P_G,48,A Familias e Instituciones sin fines de lucro,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AFamiliasEInstitucionesSinFinesDeLucro,penloc2-econ-gast-importes:PrevisionInicial
P_G,49,Al exterior,penloc2-econ-gast-cuentas:TransferenciasCorrientes_AlExterior,penloc2-econ-gast-importes:PrevisionInicial
P_G,5,FONDO DE CONTINGENCIA Y OTROS IMPREVISTOS,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-importes:PrevisionInicial
P_G,50,Dotación al Fondo de Contingencia del ejercicio presupuestario,penloc2-econ-gast-cuentas:DotacionAlFondoDeContingenciaDelEjercicioPresupuestario,penloc2-econ-gast-importes:PrevisionInicial
P_G,500,Fondo de Contingencia (art. 31 LO 2/12 de Estabilidad presupuestaria),penloc2-econ-gast-cuentas:FondoDeContingenciaArt31LO2_12DeEstabilidadPresupuestaria,penloc2-econ-gast-importes:PrevisionInicial
P_G,6,INVERSIONES REALES,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-importes:PrevisionInicial
P_G,60,Inversión nueva en infraestructuras y bienes destinados al uso general,penloc2-econ-gast-cuentas:InversionNuevaEnInfraestructurasYBienesDestinadosAlUsoGeneral,penloc2-econ-gast-importes:PrevisionInicial
P_G,600,Inversiones en terrenos,penloc2-econ-gast-cuentas:InversionNuevaEnInfraestructurasYBienesDestinadosAlUsoGeneral_InversionesEnTerrenos,penloc2-econ-gast-importes:PrevisionInicial
P_G,609,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,penloc2-econ-gast-cuentas:OtrasInversionesNuevasEnInfraestructurasYBienesDestinadosAlUsoGeneral,penloc2-econ-gast-importes:PrevisionInicial
P_G,61,Inversiones de reposición de infraestructuras y bienes destinados al uso general,penloc2-econ-gast-cuentas:InversionesDeReposicionDeInfraestructurasYBienesDestinadosAlUsoGeneral,penloc2-econ-gast-importes:PrevisionInicial
P_G,610,Inversiones en terrenos,penloc2-econ-gast-cuentas:InversionesDeReposicionDeInfraestructurasYBienesDestinadosAlUsoGeneral_InversionesEnTerrenos,penloc2-econ-gast-importes:PrevisionInicial
P_G,619,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,penloc2-econ-gast-cuentas:OtrasInversionesDeReposicionEnInfraestructurasYBienesDestinadosAlUsoGeneral,penloc2-econ-gast-importes:PrevisionInicial
P_G,62,Inversión nueva asociada al funcionamiento operativo de los servicios,penloc2-econ-gast-cuentas:InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios,penloc2-econ-gast-importes:PrevisionInicial
P_G,621,Terrenos y bienes naturales,penloc2-econ-gast-cuentas:InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_TerrenosYBienesNaturales,penloc2-econ-gast-importes:PrevisionInicial
P_G,622,Edificios y otras construcciones,penloc2-econ-gast-cuentas:InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_EdificiosYOtrasConstrucciones,penloc2-econ-gast-importes:PrevisionInicial
P_G,623,"Maquinaria, instalaciones técnicas y utillaje",penloc2-econ-gast-cuentas:InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_MaquinariaInstalacionesTecnicasYUtillaje,penloc2-econ-gast-importes:PrevisionInicial
P_G,624,Elementos de transporte,penloc2-econ-gast-cuentas:InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_ElementosDeTransporte,penloc2-econ-gast-importes:PrevisionInicial
P_G,625,Mobiliario,penloc2-econ-gast-cuentas:InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_Mobiliario,penloc2-econ-gast-importes:PrevisionInicial
P_G,626,Equipos para procesos de información,penloc2-econ-gast-cuentas:InversionesReales_InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_EquiposParaProcesosDeInformacion,penloc2-econ-gast-importes:PrevisionInicial
P_G,627,Proyectos complejos,penloc2-econ-gast-cuentas:InversionNuevaAsociadaAlFuncionamientoOperativoDeLosServicios_ProyectosComplejos,penloc2-econ-gast-importes:PrevisionInicial
P_G,629,Otras inversiones nuevas asociadas al funcionamiento operativo de los servicios,penloc2-econ-gast-cuentas:OtrasInversionesNuevasAsociadasAlFuncionamientoOperativoDeLosServicios,penloc2-econ-gast-importes:PrevisionInicial
P_G,63,Inversión de reposición asociada al funcionamiento operativo de los servicios,penloc2-econ-gast-cuentas:InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios,penloc2-econ-gast-importes:PrevisionInicial
P_G,631,Terrenos y bienes naturales,penloc2-econ-gast-cuentas:InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_TerrenosYBienesNaturales,penloc2-econ-gast-importes:PrevisionInicial
P_G,632,Edificios y otras construcciones,penloc2-econ-gast-cuentas:InversionesReales_InversionDeReposicionAsociadaAlFuncionamientoOperativoDeLosServicios_EdificiosYOtrasConstrucciones,penloc2-econ-gast-importes:PrevisionInicial
